  01/01/1895,        NA,        NA_2,37.8,-122.3,            sausalito cal,                sausalito,h,i,j
  19/07/1895,,,65.2,-166.7,teller reindeer station port clarence,           port clearance,port clarence alaska,,
  20/07/1895,,,,,,,port clarence alaska,,
  20/07/1895,,,65.2,-166.7,     port clarence alaska,           port clearance,port clarence alaska,,
  21/07/1895,,,,,,,,,
  21/07/1895,   65 20 N,  168 08 W,65.2,-166.7,     port clarence alaska,           port clearance,bering strait,,
  22/07/1895,,,,,,,,,
  22/07/1895,,,65.7,-171.1,        at sea bering sea,          st lawrence bay,bering strait,,
  23/07/1895,,,,,,,,,
  23/07/1895,,,65.7,-171.1,  st lawrence bay siberia,          st lawrence bay,,,
  24/07/1895,,,,,,,,,
  24/07/1895,,,65.7,-171.1,  st lawrence bay siberia,          st lawrence bay,,,
  25/07/1895,,,,,,,,,
  25/07/1895,,,65.2,166.3,        at sea bering sea,           port clearance,bering strait,,
  26/07/1895,,,,,,,,,
  26/07/1895,,,65.2,-166.7,     port clarence alaska,           port clearance,,,
  27/07/1895,,,,,,,,,
  27/07/1895,   65 29 N,  167 26 W,65.2,-166.7,     port clarence alaska,           port clearance,,,
  28/07/1895,,,,,,,,,
  28/07/1895,   66 23 N,  160 48 W,55,166.3,        at sea bering sea,                  behring,kotzebue sound,,
  29/07/1895,,,,,,,,,
  29/07/1895,   66 21 N,  162 10 W,48.8,-162.8,    at sea kotzebue sound,           kotzebue sound,,,
  30/07/1895,,,,,,,,,
  30/07/1895,,,69.8,-53.5,at anchor off chamisso island,             disko island,chamisso island,66 13 07N,161 49 33W
  31/07/1895,,,,,,,,,
  31/07/1895,,,69.8,-53.5,at anchor off chamisso island,             disko island,chamisso island,,
  01/08/1895,,,,,,,,,
  01/08/1895,,,69.8,-53.5,at anchor off chamisso island,             disko island,chamisso island,,
  02/08/1895,,,,,,,,,
  02/08/1895,,,69.8,-53.5,at anchor off chamisso island,             disko island,chamisso island,,
  03/08/1895,,,,,,,,,
  03/08/1895,   66 40 N,  162 23 W,69.8,-53.5,      off chamisso island,             disko island,kotzebue sound,,
  04/08/1895,,,,,,,,,
  05/08/1895,     67 25,    164 04,,,,,,,
  05/08/1895,,,,,,,,,
  06/08/1895,   68 18 N,  166 58 W,68.3,-1.5,               point hope,               point hope,point hope,,
  06/08/1895,,,,,,,,,
  07/08/1895,   69 09 N,  165 33 W,55,-1.5,      at sea arctic ocean,                      tic,chukchi sea,,
  07/08/1895,,,,,,,,,
  08/08/1895,   70 17 N,  161 59 W,55,-1.5,      at sea arctic ocean,                      tic,chukchi sea,,
  08/08/1895,,,,,,,,,
  09/08/1895,,,70.3,-161.9,at anchor off icy cape alaska,                 icy cape,,,
  09/08/1895,,,,,,,,,
  10/08/1895,,,70.3,-161.9,at anchor off icy cape alaska,                 icy cape,,,
  10/08/1895,,,,,,,,,
  11/08/1895,,,70.3,-161.9,at anchor off icy cape alaska,                 icy cape,,,
  11/08/1895,,,,,,,,,
  12/08/1895,,,70.3,-161.9,at anchor near icy cape alaska,                 icy cape,,,
  12/08/1895,,,,,,,,,
  13/08/1895,,,70.3,-161.9,at anchor near icy cape alaska,                 icy cape,,,
  13/08/1895,,,,,,,,,
  14/08/1895,,,70.3,-161.9,          jay cape alaska,                 icy cape,,,
  14/08/1895,,,,,,,,,
  15/08/1895,,,70.3,-161.9,at anchor off icy cape alaska,                 icy cape,,,
  15/08/1895,,,,,,,,,
  16/08/1895,,,70.3,-161.9,at anchor off icy cape alaska,                 icy cape,,,
  16/08/1895,,,,,,,,,
  17/08/1895,,,70.3,-161.9,at anchor off icy cape alaska,                 icy cape,,,
  17/08/1895,,,,,,,,,
  18/08/1895,   70 24 N,  161 52 W,70.3,-161.9,          icy cape alaska,                 icy cape,,,
  18/08/1895,,,,,,,,,
  18/08/1895,,,70.3,-161.9,at anchor southward of icy cape alaska,                 icy cape,,,
  19/08/1895,,,,,,,,,
  19/08/1895,,,70.3,-161.9,at anchor southward of icy cape alaska,                 icy cape,,,
  20/08/1895,,,,,,,,,
  20/08/1895,   70 30 N,  161 50 W,70.3,-161.9,    sd of icy cape alaska,                 icy cape,,,
  21/08/1895,,,,,,,,,
  21/08/1895,   70 28 N,  162 13 W,70.4,-161.9,    blossom shoals alaska,           blossom shoals,,,
  22/08/1895,,,,,,,,,
  22/08/1895,   70 39 N,  164 04 W,55,-1.5,      at sea arctic ocean,                      tic,chukchi sea,,
  23/08/1895,,,,,,,,,
  23/08/1895,   68 54 N,  166 20 W,55,-1.5,      at sea arctic ocean,                      tic,chukchi sea,,
  24/08/1895,,,,,,,,,
  24/08/1895,   57 55 N,  165 22 W,55,-1.5,             arctic ocean,                      tic,chukchi sea,,
  25/08/1895,,,,,,,,,
  25/08/1895,   66 29 N,  166 31 W,41.1,-1.5,              underway 24,                     unye,bering strait,,
  26/08/1895,,,,,,,,,
  26/08/1895,,,53.4,-3,        at sea bering sea,                     alex,bering strait,,
  27/08/1895,,,,,,,,,
  27/08/1895,,,,,anchored off teller reindeer station port clarence alaska at noon,,port clarence alaska,,
  28/08/1895,,,,,,,,,
  28/08/1895,,,,,anchored off reindeer station port clarence alaska at noon,,port clarence alaska,,
  29/08/1895,,,,,,,,,
  29/08/1895,   64 59 N,  168 00 W,65,-168.1,kings island by s x w pc 7 miles at 8 am,            king's island,,,
  30/08/1895,,,,,,,,,
  30/08/1895,,,55,166.3,        at sea bering sea,                  behring,,,
  31/08/1895,,,,,,,,,
  31/08/1895,,,55,166.3,        at sea bering sea,                  behring,,,
  31/08/1895,,,,,,,,,
  31/08/1895,,,,,      at sea norton sound,,norton sound,,
  01/09/1895,,,,,,,,,
  01/09/1895,,,63.5,-162,       st michaels alaska,               st michael,,,
  02/09/1895,,,,,,,,,
  02/09/1895,   64 00 N,  162 51 W,63.5,-162,at anchor off st michaels alaska,               st michael,,,
  03/09/1895,,,,,,,,,
  03/09/1895,   63 54 N,  169 30 W,55,166.3,        at sea bering sea,                  behring,savoonga st lawrence island,63 41 48N,170 27 39W
  04/09/1895,,,,,,,,,
  04/09/1895,   63 03 N,  172 12 W,43.7,7.2,at anchor off st lawrence island,                     nice,gambell st lawrence island,,
  05/09/1895,,,,,,,,,
  05/09/1895,   60 45 N,  172 35 W,55,166.3,               bering sea,                  behring,st matthew island,60 24 31N,172 43 12W
  06/09/1895,,,,,,,,,
  06/09/1895,   57 27 N,  170 10 W,55,166.3,        at sea bering sea,                  behring,,,
  07/09/1895,,,,,,,,,
  07/09/1895,,,57.1,-170.3,off st paul island alaska,           st paul island,,,
  08/09/1895,,,,,,,,,
  09/09/1895,,,56.6,-169.6,at anchor off st george island,         st george island,,,
  09/09/1895,,,,,,,,,
  09/09/1895,   55 27 N,  168 05 W,55,166.3,               bering sea,                  behring,,,
  10/09/1895,,,,,,,,,
  10/09/1895,   54 17 N,  166 45 W,55,166.3,        at sea bering sea,             unalaska bay,,,
  11/09/1895,,,,,,,,,
  11/09/1895,,,53.9,-166.5,at anchor dutch harbor alaska,             dutch harbor,,,
  12/09/1895,,,,,,,,,
  12/09/1895,,,53.9,-166.5,at anchor dutch harbor alaska at noon,             dutch harbor,,,
  13/09/1895,,,,,,,,,
  13/09/1895,,,53.9,-166.5,at anchor dutch harbor alaska at noon,             dutch harbor,,,
  14/09/1895,,,,,,,,,
  14/09/1895,,,53.9,-166.5,at anchor dutch harbor alaska at noon,             dutch harbor,,,
  15/09/1895,,,,,,,,,
  15/09/1895,,,53.9,-166.5,at anchor dutch harbor alaska at noon,             dutch harbor,,,
  16/09/1895,,,,,,,,,
  16/09/1895,,,53.9,-166.5,at anchor dutch harbor alaska at noon,             dutch harbor,,,
  17/09/1895,,,,,,,,,
  17/09/1895,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  18/09/1895,,,,,,,,,
  18/09/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  19/09/1895,,,,,,,,,
  19/09/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  20/09/1895,,,,,,,,,
  20/09/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  21/09/1895,,,,,,,,,
  21/09/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  22/09/1895,,,,,,,,,
  22/09/1895,   54 26 N,  167 03 W,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  23/09/1895,,,,,,,,,
  23/09/1895,   55 46 N,  168 24 W,55,166.3,        at sea bering sea,                  behring,,,
  24/09/1895,,,,,,,,,
  24/09/1895,   56 37 N,  169 24 W,55,166.3,        at sea bering sea,         st george island,,,
  25/09/1895,,,,,,,,,
  25/09/1895,,,56.6,-169.6,garden cove st george island,         st george island,,,
  26/09/1895,,,,,,,,,
  26/09/1895,,,57.1,-170.3,at anchor st paul island alaska,           st paul island,,,
  27/09/1895,,,,,,,,,
  27/09/1895,   55 16 N,  168 12 W,55,166.3,        at sea bering sea,                  behring,,,
  28/09/1895,,,,,,,,,
  28/09/1895,,,55,-166.5,        at sea bering sea,             dutch harbor,,,
  29/09/1895,,,,,,,,,
  29/09/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  30/09/1895,,,,,,,,,
  30/09/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  30/09/1895,,,,,,,,,
  30/09/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  01/10/1895,,,,,,,,,
  01/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  02/10/1895,,,,,,,,,
  02/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  03/10/1895,,,,,,,,,
  03/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  04/10/1895,,,,,,,,,
  04/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  05/10/1895,,,,,,,,,
  05/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  06/10/1895,,,,,,,,,
  06/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  07/10/1895,,,,,,,,,
  07/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  08/10/1895,,,,,,,,,
  08/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  09/10/1895,,,,,,,,,
  09/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  10/10/1895,,,,,,,,,
  10/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  11/10/1895,,,,,,,,,
  11/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  12/10/1895,,,,,,,,,
  12/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  13/10/1895,,,,,,,,,
  13/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  14/10/1895,,,,,,,,,
  14/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  15/10/1895,,,,,,,,,
  15/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  16/10/1895,,,,,,,,,
  16/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  17/10/1895,,,,,,,,,
  17/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  18/10/1895,,,,,,,,,
  18/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  19/10/1895,,,,,,,,,
  19/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  20/10/1895,,,,,,,,,
  20/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  21/10/1895,,,,,,,,,
  21/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  22/10/1895,,,,,,,,,
  22/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  23/10/1895,,,,,,,,,
  23/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  24/10/1895,,,,,,,,,
  24/10/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  25/10/1895,,,,,,,,,
  25/10/1895,   54 19 N,  166 55 W,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  26/10/1895,,,,,,,,,
  26/10/1895,,,56.6,-169.6,dalnoi point st george island sse  12 miles at noon,         st george island,,,
  27/10/1895,,,57.1,-170.3,tolstoi pt st george isld,         st george island,,,
  27/10/1895,   55 23 N,  168 09 W,57.1,-170.3,at anchor off st paul island alaska,           st paul island,,,
  28/10/1895,,,,,,,,,
  28/10/1895,,,53.9,-166.5,        at sea bering sea,             unalaska bay,,,
  29/10/1895,,,,,,,,,
  29/10/1895,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  30/10/1895,,,,,,,,,
  30/10/1895,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  31/10/1895,,,,,,,,,
  31/10/1895,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  01/11/1895,,,,,,,,,
  01/11/1895,   53 07 N,  162 54 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  02/11/1895,,,,,,,,,
  02/11/1895,   52 37 N,  160 47 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  03/11/1895,,,,,,,,,
  03/11/1895,   51 03 N,  156 20 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  04/11/1895,,,,,,,,,
  04/11/1895,   49 50 N,  152 26 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  05/11/1895,,,,,,,,,
  05/11/1895,   49 27 N,  150 21 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  06/11/1895,,,,,,,,,
  06/11/1895,   48 29 N,  147 29 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  07/11/1895,,,,,,,,,
  07/11/1895,   47 35 N,  144 29 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  08/11/1895,,,,,,,,,
  08/11/1895,   45 56 N,  140 00 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  09/11/1895,,,,,,,,,
  09/11/1895,   44 05 N,  136 01 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  10/11/1895,,,,,,,,,
  10/11/1895,   42 23 N,  131 27 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  11/11/1895,,,,,,,,,
  11/11/1895,   40 50 N,  127 20 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  12/11/1895,,,,,,,,,
  12/11/1895,   39 04 N,  124 52 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  13/11/1895,,,,,,,,,
  13/11/1895,,,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,,,,,,,
  14/11/1895,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
